1732669648.384,24132,Code Helper (Renderer),5.6
1732669648.384,36903,Google Chrome Helper (Renderer),1.3
1732669648.384,41739,Code Helper,1.1
1732669648.384,41773,Code Helper,1.0
1732669648.384,58057,Google Chrome Helper (Renderer),0.5
1732669652.557,25390,Python,21.9
1732669652.557,6121,com.apple.Virtualization.VirtualMachine,7.7
1732669652.557,672,iTerm2,2.9
1732669652.557,41739,Code Helper,1.1
1732669652.557,41773,Code Helper,1.0
1732669652.557,646,Microsoft Word,0.7
1732669652.557,637,Google Chrome,0.4
1732669652.557,996,Google Chrome Helper,0.4
1732669652.557,2986,DisplayLinkUserAgent,0.4
1732669652.557,25584,appstoreagent,0.4
1732669672.806,25390,Python,23.6
1732669672.806,6121,com.apple.Virtualization.VirtualMachine,19.8
1732669672.806,672,iTerm2,11.5
1732669672.806,59708,Microsoft Update Assistant,3.6
1732669672.806,41773,Code Helper,1.0
1732669672.806,41738,Code Helper (GPU),0.9
1732669672.806,41739,Code Helper,0.9
1732669672.806,2986,DisplayLinkUserAgent,0.8
1732669672.806,646,Microsoft Word,0.6
1732669672.806,673,sharingd,0.6
1732669687.046,6121,com.apple.Virtualization.VirtualMachine,57.3
1732669687.046,637,Google Chrome,24.8
1732669687.046,25390,Python,21.9
1732669687.046,2986,DisplayLinkUserAgent,12.2
1732669687.046,25369,Google Chrome Helper (Renderer),4.3
1732669687.046,994,Google Chrome Helper (GPU),1.6
1732669687.046,41773,Code Helper,1.5
1732669687.046,41739,Code Helper,1.1
1732669687.046,41738,Code Helper (GPU),1.0
1732669687.046,646,Microsoft Word,0.8
1732669689.205,6121,com.apple.Virtualization.VirtualMachine,118.2
1732669689.205,25390,Python,16.6
1732669689.205,41734,Electron,11.8
1732669689.205,637,Google Chrome,11.1
1732669689.205,2986,DisplayLinkUserAgent,8.8
1732669689.205,6095,com.docker.backend,7.8
1732669689.205,56803,Google Chrome Helper (Renderer),4.1
1732669689.205,996,Google Chrome Helper,4.0
1732669689.205,6113,Docker Desktop,3.7
1732669689.205,6091,com.docker.backend,1.2
1732669693.383,25390,Python,18.0
1732669693.383,2986,DisplayLinkUserAgent,13.6
