1732669148.742,20.1,[38.4, 33.0, 31.0, 22.0, 20.2, 18.0, 14.0, 13.9],76.4,83.2,4062904320,3.3,24184130,15994332,583778.20703125,264957.4609375
1732669150.752,19.3,[39.4, 33.3, 26.3, 19.0, 16.8, 14.0, 11.1, 11.0],77.4,83.2,3885842432,3.3,24184176,15994426,583778.71484375,264958.359375
1732669152.762,14.8,[34.3, 29.7, 22.0, 19.8, 9.9, 6.0, 5.0, 5.0],76.2,83.2,4083433472,3.3,24184238,15994557,583779.70703125,264959.4609375
1732669154.768,12.2,[34.0, 29.3, 22.2, 16.0, 10.0, 7.9, 6.0, 5.0],75.5,83.2,4204625920,3.3,24184282,15994647,583780.4140625,264960.3515625
1732669156.773,12.0,[23.5, 19.0, 13.9, 9.1, 6.0, 5.1, 5.9, 5.0],75.4,83.2,4233871360,3.3,24184285,15994673,583780.4609375,264960.6328125
1732669158.781,11.3,[45.5, 39.0, 26.7, 19.0, 12.9, 9.0, 8.0, 5.1],76.5,83.2,4035674112,3.3,24184302,15994846,583780.734375,264961.9453125
1732669160.789,12.1,[22.2, 16.8, 12.9, 9.1, 12.9, 12.9, 12.0, 11.9],76.1,83.2,4105977856,3.3,24184313,15994889,583780.9375,264962.375
1732669162.802,7.9,[16.2, 14.0, 9.1, 7.0, 6.9, 5.0, 5.0, 5.0],76.3,83.2,4077731840,3.3,24184324,15994993,583781.09765625,264963.37109375
1732669164.810,6.8,[18.2, 17.0, 10.0, 6.9, 5.0, 4.0, 4.0, 3.0],75.5,83.2,4215652352,3.3,24184382,15995056,583782.25,264964.05859375
1732669166.815,10.2,[22.2, 17.2, 13.0, 9.0, 6.0, 7.0, 6.0, 7.0],74.9,83.2,4303781888,3.3,24184404,15995106,583782.65625,264964.62890625
1732669168.826,17.8,[40.0, 26.3, 20.0, 16.0, 5.0, 5.0, 4.0, 5.0],75.4,83.2,4219633664,3.3,24184417,15995168,583782.77734375,264965.28515625
1732669170.834,12.4,[31.6, 25.0, 24.2, 14.1, 7.0, 6.0, 4.0, 4.0],75.2,83.2,4257333248,3.3,24184425,15995302,583782.93359375,264966.3046875
1732669172.845,13.0,[22.0, 19.2, 12.0, 8.0, 4.0, 5.0, 4.0, 5.0],75.0,83.2,4293132288,3.3,24184453,15995488,583783.2109375,264967.73828125
1732669174.852,7.9,[22.0, 19.0, 13.9, 9.0, 10.9, 6.0, 5.9, 7.8],76.2,83.2,4093722624,3.3,24184492,15995582,583783.59375,264968.8046875
1732669176.861,10.5,[18.0, 14.0, 8.9, 6.1, 4.0, 3.0, 4.0, 5.0],75.2,83.2,4262281216,3.3,24184497,15995624,583783.703125,264969.2109375
1732669178.865,9.0,[27.3, 21.0, 10.2, 13.0, 7.1, 7.9, 6.0, 6.0],75.4,83.2,4229955584,3.3,24184535,15995891,583784.140625,264972.4140625
1732669181.043,31.8,[21.2, 17.2, 14.0, 11.9, 5.0, 6.9, 4.0, 5.0],75.3,83.2,4238000128,3.3,24185232,15995938,583798.5859375,264972.90625
1732669183.049,17.5,[25.3, 21.0, 14.0, 9.2, 4.0, 4.0, 6.9, 4.0],76.5,83.2,4032102400,3.3,24185302,15996166,583799.8203125,264974.5546875
1732669185.054,8.2,[18.4, 15.2, 10.0, 8.0, 3.0, 3.0, 3.0, 3.0],76.3,83.2,4069408768,3.3,24185317,15996240,583800.03125,264975.44140625
1732669187.066,9.6,[17.3, 13.1, 9.0, 7.0, 3.0, 4.0, 3.0, 3.0],75.4,83.2,4231544832,3.3,24185325,15996272,583800.234375,264975.7890625
1732669189.075,9.8,[16.2, 15.2, 9.1, 7.0, 12.0, 12.0, 11.0, 11.0],75.7,83.2,4174381056,3.3,24185365,15996446,583800.8359375,264977.00390625
1732669191.082,10.7,[17.0, 13.3, 9.0, 6.0, 6.9, 5.9, 6.0, 7.0],75.6,83.2,4199219200,3.3,24185389,15996487,583801.1953125,264977.4453125
1732669193.088,6.5,[18.0, 16.0, 12.0, 8.9, 5.1, 5.9, 5.0, 5.9],75.6,83.2,4198514688,3.3,24185407,15996545,583801.3671875,264978.0390625
1732669195.097,8.6,[20.2, 17.8, 10.1, 8.0, 7.0, 5.9, 8.0, 5.0],76.1,83.2,4105453568,3.3,24185511,15996609,583803.2734375,264978.7265625
1732669197.106,9.2,[16.2, 13.3, 12.0, 7.9, 6.0, 6.0, 6.9, 6.0],75.7,83.2,4174364672,3.3,24185527,15996663,583803.4296875,264979.33203125
1732669199.118,11.2,[15.0, 12.0, 7.1, 5.0, 8.0, 6.9, 7.0, 6.0],75.8,83.2,4158521344,3.3,24185538,15996720,583803.5703125,264980.0234375
1732669201.129,9.6,[18.2, 15.8, 11.1, 7.1, 5.0, 5.9, 4.0, 5.0],75.9,83.2,4137992192,3.3,24185549,15996865,583803.8828125,264981.08984375
1732669203.136,7.3,[16.8, 14.0, 10.1, 7.9, 2.0, 2.0, 1.0, 0.0],75.9,83.2,4143742976,3.3,24185577,15996936,583804.1796875,264981.94921875
1732669205.146,7.6,[16.2, 11.2, 10.9, 7.9, 4.0, 3.0, 2.0, 4.0],75.1,83.2,4281614336,3.3,24185589,15997009,583804.37890625,264982.7109375
1732669207.160,9.9,[16.2, 13.0, 8.1, 6.0, 4.0, 5.0, 4.0, 5.0],74.9,83.2,4306075648,3.3,24185599,15997136,583804.47265625,264983.58984375
1732669209.170,15.4,[20.4, 17.2, 14.1, 9.9, 16.0, 51.5, 16.0, 20.0],75.2,83.2,4253515776,3.3,24185692,15997512,583807.1875,264987.0078125
1732669211.179,9.5,[25.0, 22.2, 17.8, 13.0, 4.0, 4.0, 6.0, 5.0],75.2,83.2,4252270592,3.3,24185732,15997566,583807.4921875,264987.50390625
1732669213.186,9.4,[15.2, 15.0, 7.9, 5.1, 4.0, 4.0, 4.0, 3.0],75.5,83.2,4208214016,3.3,24185753,15997706,583807.71484375,264988.5234375
1732669215.191,13.1,[27.3, 19.4, 12.1, 8.1, 21.2, 26.0, 14.1, 12.0],76.0,83.2,4121722880,3.3,24185787,15997831,583808.03515625,264989.85546875
1732669217.368,30.8,[24.2, 18.0, 14.7, 8.9, 12.0, 11.1, 11.0, 7.0],75.9,83.2,4136353792,3.3,24186714,15997922,583825.40625,264990.53515625
1732669219.527,22.5,[40.4, 29.3, 23.2, 15.8, 24.5, 14.3, 11.1, 10.9],76.3,83.2,4076535808,3.3,24186901,15998284,583827.91796875,264992.93359375
1732669221.701,25.9,[31.0, 25.3, 22.2, 15.0, 13.9, 10.0, 5.1, 5.0],77.2,83.2,3922345984,3.3,24188478,15998465,583837.09765625,264994.8984375
1732669223.712,14.2,[25.0, 20.8, 16.2, 11.0, 5.0, 5.0, 4.0, 3.0],77.1,83.2,3938484224,3.3,24188497,15998528,583837.46875,264995.49609375
1732669225.716,8.3,[17.2, 16.0, 10.1, 9.9, 9.9, 7.0, 7.0, 6.1],76.3,83.2,4080025600,3.3,24188519,15998609,583837.640625,264996.4296875
1732669227.724,10.7,[18.2, 15.2, 11.0, 7.1, 3.0, 2.0, 2.0, 3.0],76.2,83.2,4094066688,3.3,24188539,15998658,583837.82421875,264996.875
1732669229.733,12.9,[24.5, 22.0, 19.0, 10.0, 6.0, 7.0, 6.0, 5.1],76.3,83.2,4070440960,3.3,24188605,15998740,583838.86328125,264997.70703125
1732669231.742,13.1,[35.0, 31.0, 24.0, 19.8, 24.0, 18.8, 15.8, 12.0],77.9,83.2,3789701120,3.3,24189988,15998807,583866.1953125,264998.30859375
1732669233.749,13.3,[29.0, 24.2, 17.0, 12.1, 4.0, 4.0, 3.0, 2.0],77.1,83.2,3939811328,3.3,24190017,15998899,583866.4765625,264999.25
1732669235.758,12.3,[29.0, 24.0, 17.2, 12.0, 15.3, 10.0, 10.0, 9.0],77.3,83.2,3898458112,3.3,24190054,15999152,583866.77734375,265000.984375
1732669237.771,13.7,[21.2, 19.0, 14.9, 11.0, 4.0, 3.0, 3.0, 3.0],76.7,83.2,4009148416,3.3,24190077,15999200,583867.2890625,265001.4375
1732669239.781,17.8,[31.6, 27.3, 20.0, 16.2, 11.1, 10.0, 9.0, 9.0],76.9,83.2,3963961344,3.3,24190243,15999617,583869.375,265005.609375
1732669241.788,12.6,[28.6, 26.3, 19.0, 12.1, 5.1, 7.0, 6.0, 5.0],77.2,83.2,3919757312,3.3,24190257,15999653,583869.70703125,265005.9609375
1732669243.791,10.8,[29.0, 22.4, 17.0, 13.0, 5.0, 4.0, 3.0, 4.0],77.3,83.2,3901587456,3.3,24190275,15999727,583869.921875,265006.91015625
1732669245.797,15.3,[33.0, 26.0, 17.2, 14.0, 9.1, 6.1, 6.0, 6.0],76.8,83.2,3979132928,3.3,24190289,15999790,583870.0703125,265007.68359375
1732669247.803,14.8,[24.0, 24.0, 15.2, 16.8, 6.0, 4.0, 3.0, 4.0],77.5,83.2,3870146560,3.3,24190372,15999826,583871.640625,265008.0546875
1732669249.811,12.2,[30.3, 23.8, 18.0, 11.0, 11.9, 10.9, 10.0, 10.2],76.4,83.2,4049731584,3.3,24190412,15999901,583872.1015625,265008.953125
1732669251.816,14.7,[16.2, 14.1, 10.1, 7.1, 4.0, 3.0, 3.9, 3.0],77.0,83.2,3943333888,3.3,24190764,15999937,583880.9765625,265009.62109375
1732669253.828,9.4,[18.0, 15.0, 11.1, 8.0, 3.9, 4.0, 3.0, 2.0],77.3,83.2,3898851328,3.3,24190856,16000008,583881.87890625,265010.359375
1732669255.836,9.1,[18.2, 15.0, 10.9, 10.9, 7.0, 7.0, 6.0, 6.0],76.1,83.2,4098965504,3.3,24190881,16000062,583882.29296875,265010.91796875
1732669257.843,10.6,[17.0, 15.0, 11.0, 6.1, 3.0, 3.0, 2.0, 2.0],76.8,83.2,3980328960,3.3,24190898,16000292,583882.4921875,265012.41796875
1732669259.854,12.2,[16.0, 13.1, 9.0, 7.0, 8.0, 8.0, 7.9, 7.0],76.5,83.2,4038246400,3.3,24190918,16000361,583882.7265625,265013.28125
1732669261.864,10.6,[16.0, 14.0, 9.9, 8.9, 2.0, 2.0, 3.0, 2.0],77.1,83.2,3938336768,3.3,24190940,16000411,583882.97265625,265013.9140625
1732669263.877,8.0,[17.0, 14.0, 9.0, 7.9, 3.0, 4.0, 3.0, 2.0],77.0,83.2,3954933760,3.3,24190983,16000472,583883.5078125,265014.62109375
1732669265.889,7.7,[14.3, 14.1, 9.0, 7.8, 5.0, 5.9, 4.0, 5.0],75.9,83.2,4133158912,3.3,24191007,16000551,583883.796875,265015.5078125
1732669268.062,23.0,[77.0, 64.0, 60.0, 51.0, 41.0, 36.0, 36.0, 28.7],78.9,83.2,3629727744,3.3,24193466,16000851,583947.6875,265017.37890625
1732669270.205,59.5,[71.0, 64.3, 52.0, 45.5, 21.0, 21.0, 14.0, 13.0],77.7,83.2,3828269056,3.3,24195134,16001226,583971.9765625,265020.921875
1732669272.368,20.2,[25.3, 20.0, 18.0, 14.0, 8.0, 5.0, 6.0, 4.0],77.8,83.2,3809411072,3.3,24195466,16001502,583976.09375,265022.92578125
1732669274.380,8.5,[27.0, 21.0, 15.0, 8.1, 9.9, 9.0, 8.0, 6.9],76.6,83.2,4021387264,3.3,24195507,16001578,583976.5859375,265023.70703125
1732669276.394,15.2,[44.4, 35.4, 25.0, 18.0, 30.0, 21.0, 20.0, 15.0],78.0,83.2,3773644800,3.3,24195535,16001830,583976.83203125,265025.796875
1732669278.402,12.3,[29.0, 26.0, 18.0, 13.0, 12.0, 11.0, 7.0, 6.9],77.2,83.2,3908599808,3.3,24196198,16001879,583990.9140625,265026.46484375
1732669280.581,20.3,[23.8, 16.2, 13.0, 9.1, 7.0, 5.0, 5.0, 4.0],77.2,83.2,3914743808,3.3,24196443,16002183,583995.89453125,265036.71484375
1732669282.594,14.3,[17.0, 13.9, 11.0, 7.0, 5.0, 4.0, 5.0, 5.0],77.6,83.2,3846307840,3.3,24196772,16002284,583998.38671875,265037.4453125
1732669284.606,9.9,[17.8, 13.9, 9.0, 8.0, 5.0, 4.0, 3.0, 4.0],76.2,83.2,4081516544,3.3,24196795,16002354,583998.60546875,265038.40625
1732669286.617,9.8,[15.2, 13.0, 9.0, 5.0, 6.0, 5.9, 6.0, 5.9],76.2,83.2,4080451584,3.3,24196802,16002383,583998.68359375,265038.7265625
1732669288.625,9.2,[17.0, 16.0, 9.0, 6.9, 5.0, 5.0, 4.0, 5.0],76.1,83.2,4109697024,3.3,24196816,16002433,583998.8515625,265039.33203125
1732669290.634,15.8,[18.2, 15.2, 11.0, 6.9, 6.0, 5.9, 5.0, 5.0],77.0,83.2,3952246784,3.3,24196868,16002530,583999.36328125,265041.14453125
1732669292.646,11.2,[18.0, 14.0, 11.0, 9.9, 5.0, 4.0, 3.0, 3.0],76.0,83.2,4126916608,3.3,24196889,16002561,583999.734375,265041.56640625
1732669294.657,13.6,[18.2, 19.0, 12.0, 8.0, 5.0, 5.9, 5.0, 6.0],76.9,83.2,3965468672,3.3,24196924,16002635,584000.61328125,265042.41015625
1732669296.670,11.8,[18.2, 15.2, 9.1, 6.1, 5.0, 5.0, 4.0, 4.0],75.9,83.2,4141776896,3.3,24196936,16002703,584000.94921875,265043.15625
1732669298.680,10.6,[25.0, 18.2, 12.0, 5.0, 5.1, 5.0, 4.0, 5.0],76.8,83.2,3989045248,3.3,24196992,16003089,584001.27734375,265046.55078125
1732669300.688,14.0,[24.0, 22.0, 13.1, 11.0, 6.0, 7.0, 6.9, 5.0],76.7,83.2,4000956416,3.3,24197053,16003141,584001.98828125,265047.10546875
1732669302.695,12.0,[16.2, 15.0, 11.1, 8.0, 4.0, 2.0, 4.0, 4.0],76.3,83.2,4075749376,3.3,24197107,16003179,584002.40234375,265047.46484375
1732669304.703,9.7,[17.0, 13.9, 8.0, 7.0, 5.0, 5.0, 5.9, 5.9],75.9,83.2,4134060032,3.3,24197140,16003257,584002.75,265048.4296875
1732669306.708,10.8,[18.2, 16.2, 10.0, 6.1, 7.9, 7.0, 7.9, 8.0],75.8,83.2,4158881792,3.3,24197162,16003402,584002.9296875,265049.609375
1732669308.720,9.2,[16.0, 16.2, 9.0, 6.9, 7.9, 5.1, 5.9, 4.0],76.7,83.2,4001988608,3.3,24197176,16003455,584003.09765625,265050.15625
